id_servico;id_orgao;nome_orgao;servico;servico_digital;avaliacoes_negativas;avaliacoes_positivas;porcentagem_digital
2702;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter licença de construção para instalação de conversão;false;0;0;0
2720;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter licença de construção para fabricação do elemento combustível;false;0;0;0
2722;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter autorização de operação inicial para instalação de fabricação do elemento combustível;false;0;1;0
2726;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter licença de construção para instalação de reprocessamento;false;0;0;0
2738;7581;Comissão Nacional de Energia Nuclear (CNEN);Renovar autorização de operação para instalação de reprocessamento;false;0;0;0
2743;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter autorização de operação permanente para instalações de armazenamento de material nuclear;false;0;0;0
2744;7581;Comissão Nacional de Energia Nuclear (CNEN);Renovar ou transferir licença de instalação para armazenamento de material nuclear;false;0;0;0
2754;23734;Departamento Nacional de Produção Mineral (DNPM);Obter Cessão Parcial de área de Licenciamento Mineral;false;0;0;50
2764;37532;Ministério da Justiça  (MJ);Registrar-se como Estrangeiro no Brasil;false;1;1;66
2769;34300;Fundação Biblioteca Nacional (FBN);Obter reprodução de material do acervo da Biblioteca Nacional;false;0;2;33
2771;34312;Fundação Oswaldo Cruz (FIOCRUZ);Fornecer Microrganismos de Referência;false;1;1;66
2788;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para manejo florestal sustentável em florestas públicas ou unidades de conservação federais;false;0;1;0
2706;7581;Comissão Nacional de Energia Nuclear (CNEN);Renovar autorização de operação para instalação de conversão;false;0;1;0
2707;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter aprovação de local para instalação de enriquecimento;false;0;0;0
2710;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter autorização de operação inicial para instalação de enriquecimento;false;0;1;0
2715;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter autorização para utilização de material nuclear em instalações de reconversão;false;0;1;50
2742;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter autorização de operação inicial para instalações de armazenamento de material nuclear;false;0;0;0
2749;23734;Departamento Nacional de Produção Mineral (DNPM);Obter Cessão Total de área de Licenciamento Mineral;false;0;1;50
2760;23734;Departamento Nacional de Produção Mineral (DNPM);Averbar Transferência de Direitos Minerários em Face de Sucessão Causa Mortis;false;0;1;0
2755;23734;Departamento Nacional de Produção Mineral (DNPM);Obter Cessão Parcial de área de Permissão de Lavra Garimpeira;false;0;0;50
2757;23734;Departamento Nacional de Produção Mineral (DNPM);Averbar Transferência de Direitos Minerários em Face de Fusão;false;0;0;0
2895;909;Agência Nacional de Energia Elétrica (ANEEL);Homologar relatório de instalação de padrões de entrada ou kits de instalação interna;false;1;0;100
2758;23734;Departamento Nacional de Produção Mineral (DNPM);Averbar Transferência de Direitos Minerários em Face de Cisão;false;0;0;100
2898;909;Agência Nacional de Energia Elétrica (ANEEL);Expurgar indisponibilidade de usinas de geração de energia elétrica.;false;0;0;100
2914;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para transporte aquaviário a granel de produtos regulados;false;0;0;0
2896;909;Agência Nacional de Energia Elétrica (ANEEL);Obter aprovação de relatório mensal de Tarifa Social de Energia Elétrica;false;0;1;100
2747;23734;Departamento Nacional de Produção Mineral (DNPM);Obter habilitação para áreas desoneradas colocadas em disponibilidade para Lavra Mineral;false;0;1;50
2751;23734;Departamento Nacional de Produção Mineral (DNPM);Obter Cessão Parcial de área de Alvará de Pesquisa Mineral;false;0;2;50
2752;23734;Departamento Nacional de Produção Mineral (DNPM);Obter Cessão Parcial de área em fase de Requerimento de Lavra;false;0;0;50
2756;23734;Departamento Nacional de Produção Mineral (DNPM);Obter Arrendamento Parcial;false;0;0;50
2759;23734;Departamento Nacional de Produção Mineral (DNPM);Averbar Transferência de Direitos Minerários em Face de Falência;false;0;0;0
2762;37532;Ministério da Justiça  (MJ);Transferir Propriedade de Arma de Fogo;false;12;64;50
2776;34313;Fundação Osório (FOSORIO);Obter 2ª via de Histórico Escolar;false;185;46;0
2745;23734;Departamento Nacional de Produção Mineral (DNPM);Requerer Permissão de Lavra Garimpeira;false;1;5;66
2899;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para o uso de combustíveis não especificados.;false;0;0;100
2753;23734;Departamento Nacional de Produção Mineral (DNPM);Requerer Cessão Parcial de área de Concessão de Lavra Mineral;false;0;0;50
2763;37532;Ministério da Justiça  (MJ);Obter Porte de Arma de Fogo;false;47;724;100
2770;34301;Fundação Casa de Rui Barbosa (FCRB);Visitar as dependências da Fundação Casa de Rui Barbosa;false;0;0;0
2774;34312;Fundação Oswaldo Cruz (FIOCRUZ);Consultar o acervo arquivístico da Casa de Oswaldo Cruz.;false;0;3;50
2905;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para Central de Distribuição de Gás Natural Liquefeito;false;0;0;0
2915;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Transferir titularidade de autorização de transporte aquaviário a granel de produtos regulados;false;0;0;0
2933;8720;Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq);Cadastrar organização no Diretório de Instituições;true;0;1;100
2773;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter Estudo de Equivalência Farmacêutica;false;0;0;0
2904;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Transferir titularidade da unidade de compressão;false;0;0;0
2332;7907;Comissão de Valores Mobiliários (CVM);Solicitar acesso a documento ou processos da CVM;false;3;1;50
2911;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização de Construção e Operação de Oleodutos e Gasodutos;false;0;0;0
2916;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter a Declaração de Utilidade Pública de área para implantação do gasoduto.;false;0;0;0
2919;910;Agência Nacional de Saúde Suplementar (ANS);Obter certidão de Regime Especial de Direção Técnica;false;1;0;0
2921;912;Agência Nacional de Transportes Aquaviários (ANTAQ);Obter Autorização para Transporte Misto e de Passageiros na Navegação Interior de Percurso Longitudinal Interestadual e Internacional;false;0;0;0
2941;23734;Departamento Nacional de Produção Mineral (DNPM);Obter classificação de Barragem de Mineração;false;0;0;0
2974;34305;Fundação Instituto Brasileiro de Geografia e Estatística (IBGE);Obter certidão de área;false;1;0;0
2918;910;Agência Nacional de Saúde Suplementar (ANS);Cancelar registro de plano de saúde;false;0;0;0
2779;34307;Fundação Joaquim Nabuco (FUNDAJ);Consultar acervos histórico-culturais do Museu do Homem do Nordeste;false;2;0;0
2781;34307;Fundação Joaquim Nabuco (FUNDAJ);Obter cópia digital de documentos históricos e obras de arte para fins comerciais;false;0;0;66
2792;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização preliminar para Registro Especial Temporário de agrotóxicos;false;0;1;100
2793;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter Registro Especial Temporário de agrotóxicos;false;0;0;100
2801;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter licença para o uso de máquinas rodoviárias e agrícolas;false;0;0;100
2804;36722;Instituto Brasileiro de Museus (IBRAM);Obter acesso ao Arquivo Central do Ibram;false;0;1;20
2807;6041;Casa Civil da Presidência da República (CC-PR);Publicar no Diário Oficial da União;false;4;3;66
2795;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter autorização para a importação e comercialização de mercúrio metálico;false;1;2;100
2920;912;Agência Nacional de Transportes Aquaviários (ANTAQ);Obter Autorização para Transporte Aquaviário na Navegação Marítima e de Apoio, Cabotagem e Longo Curso;false;0;1;0
2798;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter licença para o uso da configuração de ciclomotores, motociclos e similares;false;1;1;100
2799;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter licença para o uso da configuração de veículos leves;false;1;0;100
2812;36790;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP);Aplicar Exame de Certificação de Proficiência em Língua Portuguesa para Estrangeiros;true;7;33;100
2817;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter Anuência para Importação;false;1;3;100
2822;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter Autorização para emitir Declaração de Conformidade de Instrumentos de Medição Regulamentados;false;0;1;66
2805;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Obter Autorização Direta;false;4;0;0
2808;6041;Casa Civil da Presidência da República (CC-PR);Reservar o auditório Dom João VI;false;0;0;100
2809;6041;Casa Civil da Presidência da República (CC-PR);Obter cópias do Diário Oficial da União;false;4;3;33
2922;912;Agência Nacional de Transportes Aquaviários (ANTAQ);Obter Autorização para Transporte de Cargas na Navegação Interior de Percurso Longitudinal Interestadual e Internacional;false;0;0;0
2813;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Solicitar Acreditação de Laboratórios;false;0;1;100
4565;913;Agência Nacional de Transportes Terrestres (ANTT);Solicitar vista ou cópia de processos administrativos em trâmite na ANTT;false;0;0;100
2973;34305;Fundação Instituto Brasileiro de Geografia e Estatística (IBGE);Obter certidão de população;false;3;3;100
2814;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Acreditar Organismos de Certificação;false;6;3;50
2816;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Acreditar Provedores de Ensaios de Proficiência;false;0;1;100
2818;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter aprovação de Modelo de Instrumento de Medição;false;0;4;33
4034;55699;Superintendência da Zona Franca de Manaus (SUFRAMA);Apresentar Plano de Pesquisa e Desenvolvimento (P&D);false;0;0;0
2815;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Acreditar Produtores de Materiais de Referência;false;2;3;100
2823;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter incubação de projetos tecnológicos.;false;2;1;66
2834;36783;Instituto Nacional da Propriedade Industrial (INPI);Obter a restauração de pedido de patente, de patente ou de certificado de adição de invenção;false;2;1;100
2825;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Ter reconhecida Conformidade aos Princípios das Boas Práticas de Laboratório;false;0;0;100
2826;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Registrar Objeto;false;0;0;100
2819;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Cadastrar-se para realizar selagem de cronotacógrafos em veículos de frota própria;false;0;0;100
2820;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Cadastrar posto de selagem de cronotacógrafos;false;0;0;100
2824;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter Sequencial de Selos para Produtos com Conformidade Avaliada;false;1;1;100
2836;36783;Instituto Nacional da Propriedade Industrial (INPI);Ofertar patente para fins de exploração;false;0;3;100
2928;7378;Comando da Marinha (CMAR);Obter Certidão de Serviços de Guerra;false;1;8;0
4037;55699;Superintendência da Zona Franca de Manaus (SUFRAMA);Credenciar instituição no Comitê de Atividades de Pesquisa e Desenvolvimento na Amazônia (CAPDA);false;0;3;0
406;37548;Ministério dos Transportes, Portos e Aviação Civil (MTPA);Obter Passe livre;true;36;211;66
2839;36783;Instituto Nacional da Propriedade Industrial (INPI);Obter opinião preliminar sobre patenteabilidade;false;2;0;100
2969;34302;Fundação Cultural Palmares (FCP);Obter assistência jurídica para garantia de direitos de comunidades remanescentes de quilombos;false;0;0;0
3222;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Registrar-se no Cadastro Técnico Federal de Atividades e Instrumentos de Defesa Ambiental;false;1;4;0
3228;37525;Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC);Visitar o Instituto Nacional do SemiÁrido;false;0;2;66
2938;7907;Comissão de Valores Mobiliários (CVM);Recorrer contra multa cominatória - CVM;false;1;0;100
2955;34300;Fundação Biblioteca Nacional (FBN);Obter bolsa de pesquisa da Biblioteca Nacional;false;0;3;100
2960;34309;Fundação Nacional de Artes (FUNARTE);Concorrer ao Prêmio Funarte de Composição Clássica;false;0;1;100
2847;36783;Instituto Nacional da Propriedade Industrial (INPI);Obter a nulidade administrativa de registro de marca;false;0;0;100
2846;36783;Instituto Nacional da Propriedade Industrial (INPI);Recorrer contra decisão sobre registro de marca;false;1;0;100
2962;34310;Fundação Nacional de Saúde (FUNASA);Obter apoio para controle da qualidade da água;false;1;3;0
2930;8720;Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq);Cadastrar-se no Currículo Lattes;true;11;112;100
2935;8720;Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq);Obter acesso ao extrator da Plataforma Lattes;false;7;5;100
2940;23734;Departamento Nacional de Produção Mineral (DNPM);Cadastrar barragem de mineração;false;1;0;100
2852;36783;Instituto Nacional da Propriedade Industrial (INPI);Realizar consulta à comissão de classificação de produtos e serviços;false;2;2;100
1337;37524;Ministério da Agricultura, Pecuária e Abastecimento (MAPA);Credenciar Laboratório na Rede Nacional de Laboratórios Agropecuários do MAPA;true;27;30;100
1203;37542;Ministério do Desenvolvimento Social  (MDS);Adquirir Carteira do Idoso;false;234;1343;0
4035;55699;Superintendência da Zona Franca de Manaus (SUFRAMA);Apresentar Relatório Demonstrativo de Pesquisa e Desenvolvimento;false;0;1;0
2965;34307;Fundação Joaquim Nabuco (FUNDAJ);Participar de capacitações nas áreas de arquivos, bibliotecas e museus;false;1;0;0
3106;7378;Comando da Marinha (CMAR);Revalidar ou emitir 2ª via de Certificado Modelo DPC-1034;false;3;11;0
2967;34307;Fundação Joaquim Nabuco (FUNDAJ);Obter bolsa de iniciação científica da Fundação Joaquim Nabuco;false;0;2;33
2968;34307;Fundação Joaquim Nabuco (FUNDAJ);Estagiar na Fundação Joaquim Nabuco;false;2;8;33
2975;34305;Fundação Instituto Brasileiro de Geografia e Estatística (IBGE);Incluir dados ao Sistema Geodésico Brasileiro;false;0;0;0
2978;36722;Instituto Brasileiro de Museus (IBRAM);Consultar acervo da Biblioteca Central do IBRAM;false;4;3;0
2979;36722;Instituto Brasileiro de Museus (IBRAM);Consultar acervo da Biblioteca Depositária do IBRAM;false;0;2;0
2977;34305;Fundação Instituto Brasileiro de Geografia e Estatística (IBGE);Obter dados do Banco de Dados Geodésicos;true;0;2;100
2681;7581;Comissão Nacional de Energia Nuclear (CNEN);Obter autorização para utilização de material nuclear em instalação nuclear de potência;false;0;0;50
3088;914;Agência Nacional de Vigilância Sanitária (ANVISA);Obter Autorização de Importação de Substância ou Medicamento;false;0;6;100
3556;908;Agência Nacional de Aviação Civil (ANAC);Obter Licença e Habilitações de Mecânico de Manutenção Aeronáutica - MMA;false;0;1;100
2981;36722;Instituto Brasileiro de Museus (IBRAM);Inscrever no Programa de Fomento aos Museus e à Memória Brasileira;false;0;0;85
2984;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Cadastrar-se como beneficiário de unidade de conservação federal de uso sustentável;false;1;6;0
2985;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Obter Direito Real de Uso para populações tradicionais;false;0;0;0
2937;7907;Comissão de Valores Mobiliários (CVM);Apresentar impugnação contra a Notificação de Lançamento da Taxa de Fiscalização - CVM;false;1;2;100
3456;43381;Serviço Federal de Processamento de Dados (SERPRO);Contratar Datavalid;false;0;0;100
2986;36726;Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio);Ser um voluntário do ICMBio;false;0;2;100
2260;914;Agência Nacional de Vigilância Sanitária (ANVISA);Obter autorização de exportação de substância controlada ou medicamento;false;0;4;100
2987;36790;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP);Consultar o acervo do INEP;false;23;17;100
2988;36790;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP);Realizar alterações no Thesaurus Brasileiro de Educação e no Banco de Dados Terminológicos do Mercosul;false;0;1;100
2990;36790;Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP);Obter acesso às séries de publicações do INEP;false;1;2;100
2997;36802;Instituto Nacional do Seguro Social (INSS);Obter Benefício Assistencial a Pessoa com Deficiência;false;18;14;50
2993;36789;Instituto Nacional de Educação de Surdos (INES);Obter qualificação profissional e auxílio para se colocar no mercado de trabalho;false;4;2;0
2998;36802;Instituto Nacional do Seguro Social (INSS);Obter Benefício Assistencial a Pessoa com Deficiência motivada por Microcefalia;false;0;2;50
2996;36802;Instituto Nacional do Seguro Social (INSS);Obter Auxílio Doença com Documento Médico;false;83;60;0
2992;36789;Instituto Nacional de Educação de Surdos (INES);Receber materiais produzidos pelo INES;false;0;15;50
2999;36802;Instituto Nacional do Seguro Social (INSS);Obter Beneficio Assistencial ao Idoso;false;17;25;50
3035;36802;Instituto Nacional do Seguro Social (INSS);Obter Benefício Assistencial ao Trabalhador Portuário Avulso;false;0;2;0
3053;908;Agência Nacional de Aviação Civil (ANAC);Obter Certificado de Organização de Produção e Registro de limitação de produção;false;0;0;100
3058;908;Agência Nacional de Aviação Civil (ANAC);Fazer Exame Teórico para Mecânico de Vôo;false;0;0;50
3109;23734;Departamento Nacional de Produção Mineral (DNPM);Transferir Titularidade de Alvará de Pesquisa;false;0;0;100
3122;37525;Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC);Usar auditório do Museu de Biologia Prof. Mello Leitão;false;0;0;100
3039;36802;Instituto Nacional do Seguro Social (INSS);Obter Auxílio-Acidente.;false;21;14;50
3036;36802;Instituto Nacional do Seguro Social (INSS);Obter isenção no Imposto de Renda por doenças previstas na legislação tributária;false;34;58;0
3038;36802;Instituto Nacional do Seguro Social (INSS);Obter 25% de acréscimo na aposentadoria por invalidez;false;15;51;0
1082;36783;Instituto Nacional da Propriedade Industrial (INPI);Solicitar patente;false;2;1;100
3044;36802;Instituto Nacional do Seguro Social (INSS);Verificar e regularizar dívidas junto à Previdência Social;false;28;10;0
3055;908;Agência Nacional de Aviação Civil (ANAC);Obter certificação médica para pilotos, comissários e despachantes operacionais de vôo;false;4;1;50
3045;37525;Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC);Consultar o acervo da Biblioteca do Instituto Nacional de Tecnologia;false;1;0;100
3047;37065;Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN);Obter Chancela da Paisagem Cultural;false;1;2;0
3048;37065;Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN);Registrar Bens Culturais de Natureza Imaterial;false;0;0;0
3173;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização para Atividade de Rerrefino de Óleo Lubrificante Usado ou Contaminado;false;0;0;0
3083;911;Agência Nacional de Telecomunicações (ANATEL);Prestar serviço de telefonia móvel via satélite;false;0;1;100
3046;37065;Instituto do Patrimônio Histórico e Artístico Nacional (IPHAN);Iniciar processo de tombamento de Bens Culturais de Natureza Material;false;0;2;0
3070;908;Agência Nacional de Aviação Civil (ANAC);Obter parecer técnico de engenharia aeronáutica;false;0;1;100
3051;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Encontrar objetos perdidos nas dependências do Jardim Botânico do Rio de Janeiro;false;0;0;50
3069;908;Agência Nacional de Aviação Civil (ANAC);Realizar Emenda a Certificado de Organização de Manutenção de Produto Aeronáutico ou às suas Especificações Operativas;false;0;0;50
3050;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Estagiar no Jardim Botânico do Rio de Janeiro;false;1;5;0
3117;34312;Fundação Oswaldo Cruz (FIOCRUZ);Participar de rodadas de Ensaios de Proficiência;false;0;0;100
3123;36793;Instituto Nacional de Metrologia, Qualidade e Tecnologia (INMETRO);Obter serviços de calibração ou ensaio em metrologia;false;0;1;33
3134;915;Agência Nacional de Águas (ANA);Regularizar usos de recursos hídricos não sujeitos a outorga;true;1;0;100
3137;908;Agência Nacional de Aviação Civil (ANAC);Obter Aprovação de Grande Modificação desenvolvida pelo detentor do Certificado de Tipo;false;0;0;0
3147;916;Agência Nacional do Cinema (ANCINE);Obter Certificado de Registro de Título para Obras Publicitárias;false;1;0;66
3148;909;Agência Nacional de Energia Elétrica (ANEEL);Obter declaração de utilidade pública.;false;0;0;0
3160;909;Agência Nacional de Energia Elétrica (ANEEL);Transferir controle societário como alternativa à extinção da outorga;false;0;0;0
3052;56004;Superintendência do Desenvolvimento do Nordeste (SUDENE);Obter Isenção ou Redução Fixa de 75% do Imposto de Renda para Pessoa Jurídica;false;0;0;0
3133;915;Agência Nacional de Águas (ANA);Capacitar atores do Sistema Nacional de Gerenciamento de Recursos Hídricos;false;0;7;100
3054;908;Agência Nacional de Aviação Civil (ANAC);Obter Autorização Prévia para Construção Inicial eou Modificação de Características de Aeródromos;false;1;0;100
3060;908;Agência Nacional de Aviação Civil (ANAC);Obter autorização para trabalhar como Despachante Operacional de Voo;false;0;0;50
3061;908;Agência Nacional de Aviação Civil (ANAC);Obter autorização para realizar aulas práticas de Piloto Comercial de Helicóptero;false;0;1;50
3062;908;Agência Nacional de Aviação Civil (ANAC);Realizar exame teórico para Piloto de Balão Livre e Planador;false;1;2;50
3064;908;Agência Nacional de Aviação Civil (ANAC);Matricular aeronave;false;1;4;100
3065;908;Agência Nacional de Aviação Civil (ANAC);Obter Certidão de Propriedade e Ônus Reais.;false;0;0;100
3066;908;Agência Nacional de Aviação Civil (ANAC);Requerer novo certificado de matrícula (transferência de operação ou operação);false;0;0;100
4028;55699;Superintendência da Zona Franca de Manaus (SUFRAMA);Aprovar Projeto Técnico Econômico Pleno;false;0;0;66
3112;23734;Departamento Nacional de Produção Mineral (DNPM);Obter o Certificado do Processo Kimberley;false;0;9;33
3115;34300;Fundação Biblioteca Nacional (FBN);Obter informações sobre titular ou título de obra nos assentamentos de registro da Biblioteca Nacional;false;0;1;0
3125;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Consultar e obter cópias de acervo da Biblioteca Barbosa Rodrigues;false;1;1;100
3128;890;Agência Espacial Brasileira (AEB);Dar início a negociação para acordos e projetos internacionais na área espacial;false;0;0;0
3118;34312;Fundação Oswaldo Cruz (FIOCRUZ);Obter monitoramento sanitário de biomodelos experimentais;false;0;0;100
3119;34310;Fundação Nacional de Saúde (FUNASA);Implantar Saneamento em Áreas Rurais e Comunidades Tradicionais;false;0;0;100
3120;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter Autorização para Utilização de Matéria-Prima Florestal;false;0;2;0
3149;909;Agência Nacional de Energia Elétrica (ANEEL);Enquadrar-se no Regime de Incentivo para Desenvolvimento da Infraestrutura;false;0;0;0
3150;909;Agência Nacional de Energia Elétrica (ANEEL);Obter homologação de contratos de compartilhamento de infraestrutura entre os setores de energia elétrica e telecomunicações;false;3;0;0
3151;909;Agência Nacional de Energia Elétrica (ANEEL);Obter aprovação do Projeto Básico das instalações de transmissão concedidas.;false;0;0;0
3154;909;Agência Nacional de Energia Elétrica (ANEEL);Obter autorização para atendimento a título precário de consumidores de energia elétrica.;false;0;0;0
3172;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter autorização para Atividade de Produtor de Óleo Lubrificante Acabado;false;0;0;0
2786;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter Licença de Operação;false;13;6;100
3107;23734;Departamento Nacional de Produção Mineral (DNPM);Requerer Habilitação - Disponibilidade de área para Pesquisa Mineral;false;0;2;100
3087;910;Agência Nacional de Saúde Suplementar (ANS);Obter Autorização para Reajuste de mensalidade de plano de saúde individual ou familiar;true;1;0;100
3105;7378;Comando da Marinha (CMAR);Transferir propriedade ou jurisdição de Título de Inscrição de Embarcação e Título de Inscrição de Embarcação Miúda;false;5;8;0
3113;34300;Fundação Biblioteca Nacional (FBN);Obter Certidão Simples ou de Inteiro Teor da Fundação Biblioteca Nacional;false;1;0;0
3111;23734;Departamento Nacional de Produção Mineral (DNPM);Arrendar Concessão de Lavra;false;1;0;100
3114;34300;Fundação Biblioteca Nacional (FBN);Retificar Registro de Direitos Autorais;false;0;0;0
3127;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Obter permissão de uso do Jardim Botânico para fims comerciais ou institucionais;false;0;1;50
3131;915;Agência Nacional de Águas (ANA);Obter Declaração de Reserva de Disponibilidade Hídrica;false;1;1;0
3135;915;Agência Nacional de Águas (ANA);Solicitar inscrição em curso de EAD da ANA;true;4;6;100
3116;34300;Fundação Biblioteca Nacional (FBN);Obter cópia de documentos de direitos de obra;false;1;0;0
3121;36724;Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA);Obter Potencial de Periculosidade Ambiental;false;1;1;50
3124;37525;Ministério da Ciência, Tecnologia, Inovações e Comunicações (MCTIC);Obter parcerias no que tange a gestão de patentes, inovações tecnológicas, transferência tecnológica e atendimento ao inventor independente.;false;0;1;0
3126;37021;Instituto de Pesquisas Jardim Botânico do Rio de Janeiro (JBRJ);Visitar o Jardim Botânico do Rio de Janeiro;false;0;1;0
3166;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização para Atividade de Distribuição de Combustíveis Líquidos;false;0;0;0
3171;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização para Atividade de Importador de Petróleo e de Gás Natural, de seus Derivados e de Biocombustíveis;false;0;0;0
3104;7378;Comando da Marinha (CMAR);Obter Título de Inscrição de Embarcação e Título de Inscrição de Embarcação Miúda;false;5;8;0
3168;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização para Atividade de Distribuição de Gás Liquefeito de Petróleo;false;0;0;0
3169;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização para Atividade de Distribuição de Solventes;false;0;0;0
3175;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter Autorização de Atividade de Transportador-Revendedor-Retalhista de Navegação Interior;false;0;2;0
3177;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Cadastrar Fornecedor de Etanol Combustível;false;2;0;0
3181;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter aprovação do Plano de Avaliação de Descoberta com extensão da fase de exploração;false;0;0;0
3156;909;Agência Nacional de Energia Elétrica (ANEEL);Alterar cronogramas e datas de término de obras.;false;0;0;0
3182;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter aprovação do programa de desativação de instalações relativas à Fase de Exploração;false;0;0;0
3183;917;Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP);Obter aprovação do Relatório de Devolução de Áreas Exploratórias;false;0;0;0
3129;890;Agência Espacial Brasileira (AEB);Obter organização ou apoio de eventos internacionais na área espacial;false;0;0;0
3142;908;Agência Nacional de Aviação Civil (ANAC);Obter autorização de Funcionamento de Escola de Aviação Civil;false;0;1;0
3143;908;Agência Nacional de Aviação Civil (ANAC);Obter autorização para Eventos Aéreos;false;0;0;0
3145;916;Agência Nacional do Cinema (ANCINE);Obter Certificado de Registro de Título para Obras não-publicitárias;false;0;1;66
